x,y,z_true,z_smooth
0.16666666666666652,1,0.528644229075318,0.46400941172935506
0.16666666666666652,1.1666666666666665,0.3823008608937767,0.32576082901606995
0.16666666666666652,1.3333333333333335,0.22513997980616401,0.17628638088072113
0.16666666666666652,1.5,0.061526585801491916,0.018689642680079752
0.16666666666666652,1.6666666666666665,-0.10399457721554711,-0.1439258102290842
0.16666666666666652,1.8333333333333335,-0.26682509089703516,-0.3084564024900005
0.16666666666666652,2,-0.4224404269606366,-0.47179855874589804
0.3333333333333335,-2,-0.4410705581307256,-0.48566854667239007
0.3333333333333335,-1.8333333333333333,-0.2884366140089744,-0.3249483031857536
0.3333333333333335,-1.6666666666666667,-0.1285203827975119,-0.16250447463376452
0.3333333333333335,-1.5,0.03419891408883562,-0.005124613875723355
0.3333333333333335,-1.3333333333333335,0.19516706205392367,0.14608695886096215
0.3333333333333335,-1.1666666666666665,0.3498815685624632,0.2946941075233332
0.3333333333333335,-1,0.4940169150382271,0.4310044879774909
0.3333333333333335,-0.8333333333333333,0.6235448671818155,0.5527445755238565
0.3333333333333335,-0.6666666666666667,0.7348465029276658,0.6560973708216117
0.3333333333333335,-0.5,0.824812847414955,0.7399248311969606
0.3333333333333335,-0.33333333333333326,0.8909313208119537,0.802184660442756
0.3333333333333335,-0.16666666666666674,0.9313555988256219,0.8408345623518512
0.3333333333333335,0,0.9449569463147376,0.8538322407170987
0.3333333333333335,0.16666666666666652,0.931355598825622,0.8401120659532633
0.3333333333333335,0.3333333333333335,0.8909313208119537,0.8012301244485261
0.3333333333333335,0.5,0.824812847414955,0.7390766939558642
0.3333333333333335,0.6666666666666665,0.7348465029276661,0.6555420522282543
0.3333333333333335,0.8333333333333335,0.6235448671818155,0.5525164770186739
0.3333333333333335,1,0.4940169150382271,0.4318902460801004
0.3333333333333335,1.1666666666666665,0.3498815685624632,0.2963691700445542
0.3333333333333335,1.3333333333333335,0.19516706205392367,0.14955401034005994
0.3333333333333335,1.5,0.03419891408883562,-0.0053225290863992795
0.3333333333333335,1.6666666666666665,-0.12852038279751168,-0.1650277442878412
0.3333333333333335,1.8333333333333335,-0.2884366140089746,-0.3263289313172832
0.3333333333333335,2,-0.4410705581307256,-0.48599338622774224
0.5,-2,-0.4712932259118798,-0.5150786038953726
0.5,-1.8333333333333333,-0.32356622768613696,-0.35874247095779327
0.5,-1.6666666666666667,-0.16844780301459422,-0.20155493817708522
0.5,-1.5,-0.010342318905209227,-0.04737785269179012
0.5,-1.3333333333333335,0.14626905409775054,0.10014998091134827
0.5,-1.1666666666666665,0.29695365104922516,0.24579639362649075
0.5,-1,0.4374512107325989,0.37822384545866966
0.5,-0.8333333333333333,0.5637929133385202,0.4977919490662752
0.5,-0.6666666666666667,0.6724122440830567,0.5990921619852198
0.5,-0.5,0.7602445970756301,0.6807324440040412
0.5,-0.33333333333333326,0.8248128474149551,0.7409873190688253
0.5,-0.16666666666666674,0.8642965101856617,0.7781313111256578
0.5,0,0.8775825618903728,0.7904389441206247
0.5,0.16666666666666652,0.8642965101856618,0.7771429472256857
0.5,0.3333333333333335,0.824812847414955,0.7396564894784639
0.5,0.5,0.7602445970756301,0.6795247546235379
0.5,0.6666666666666665,0.6724122440830568,0.5982929264054873
0.5,0.8333333333333335,0.5637929133385201,0.49750618856889084
0.5,1,0.4374512107325989,0.37870972485832854
0.5,1.1666666666666665,0.29695365104922516,0.24554636532320362
0.5,1.3333333333333335,0.14626905409775054,0.10239555962818728
0.5,1.5,-0.010342318905209227,-0.048092579059239506
0.5,1.6666666666666665,-0.168447803014594,-0.20326793757159667
0.5,1.8333333333333335,-0.3235662276861372,-0.3604804027414038
0.5,2,-0.4712932259118798,-0.51707986140118
0.6666666666666665,-2,-0.5118945753122262,-0.5508071425301101
0.6666666666666665,-1.8333333333333333,-0.3709083889947644,-0.4009601691320247
0.6666666666666665,-1.6666666666666667,-0.22238359722242415,-0.25038731663885927
0.6666666666666665,-1.5,-0.07062113936525019,-0.10270974655424066
0.6666666666666665,-1.3333333333333335,0.07999876573004022,0.0390584014293848
0.6666666666666665,-1.1666666666666665,0.22513997980616446,0.17960001983248164
0.6666666666666665,-1,0.360632466521532,0.306990050077011
0.6666666666666665,-0.8333333333333333,0.48258956458198005,0.42164141095371105
0.6666666666666665,-0.6666666666666667,0.5875172368074649,0.5194188157294272
0.6666666666666665,-0.5,0.6724122440830568,0.5982575803660568
0.6666666666666665,-0.33333333333333326,0.7348465029276661,0.6565032953329935
0.6666666666666665,-0.16666666666666674,0.7730352715283838,0.6925015510996309
